relation_type,from_id,to_id,properties
曝光,user_062,item_010,"{""exposure_date"": ""2026-01-17"", ""exposure_channel"": ""\u4fe1\u606f\u6d41\u5e7f\u544a"", ""item_name"": ""\u7279\u65af\u62c9Model S""}"
点击,user_062,item_008,"{""click_date"": ""2026-01-18"", ""click_source"": ""\u5fae\u4fe1\u5e7f\u544a"", ""item_name"": ""\u5965\u8feaA6""}"
搜索,user_062,item_010,"{""search_date"": ""2026-02-05"", ""search_keyword"": ""\u7279\u65af\u62c9Model S"", ""item_name"": ""\u7279\u65af\u62c9Model S""}"
常驻POI,user_062,poi_003,"{""start_date"": ""2023-10-05"", ""poi_name"": ""\u987a\u4e49\u522b\u5885\u533a""}"
工作POI,user_062,poi_005,"{""start_date"": ""2024-04-21"", ""poi_name"": ""\u4e2d\u5173\u6751\u8f6f\u4ef6\u56ed""}"
使用,user_062,app_003,"{""usage_date"": ""2026-01-16"", ""usage_duration"": 3080, ""app_name"": ""\u6613\u8f66""}"
使用,user_062,app_002,"{""usage_date"": ""2026-02-11"", ""usage_duration"": 482, ""app_name"": ""\u61c2\u8f66\u5e1d""}"
拥有,user_063,item_002,"{""owned_date"": ""2025-09-03"", ""item_name"": ""\u5b9d\u9a6c5\u7cfb""}"
购买,user_063,item_007,"{""purchase_date"": ""2025-10-13"", ""purchase_amount"": 1094102, ""item_name"": ""\u5965\u8feaA8""}"
浏览,user_063,item_011,"{""browse_date"": ""2026-01-14"", ""browse_duration"": 215, ""item_name"": ""\u7279\u65af\u62c9Model 3""}"
浏览,user_063,item_010,"{""browse_date"": ""2026-02-01"", ""browse_duration"": 578, ""item_name"": ""\u7279\u65af\u62c9Model S""}"
浏览,user_063,item_009,"{""browse_date"": ""2026-01-27"", ""browse_duration"": 395, ""item_name"": ""\u5965\u8feaQ7""}"
曝光,user_063,item_020,"{""exposure_date"": ""2026-01-16"", ""exposure_channel"": ""\u641c\u7d22\u5e7f\u544a"", ""item_name"": ""\u6c83\u5c14\u6c83XC90""}"
点击,user_063,item_013,"{""click_date"": ""2026-01-26"", ""click_source"": ""\u641c\u7d22\u7ed3\u679c"", ""item_name"": ""\u4fdd\u65f6\u6377Panamera""}"
搜索,user_063,item_020,"{""search_date"": ""2026-02-06"", ""search_keyword"": ""\u6c83\u5c14\u6c83XC90"", ""item_name"": ""\u6c83\u5c14\u6c83XC90""}"
常驻POI,user_063,poi_001,"{""start_date"": ""2024-02-08"", ""poi_name"": ""\u671d\u9633\u533a\u67d0\u5c0f\u533a""}"
高频出现在POI,user_063,poi_013,"{""visit_date"": ""2026-01-20"", ""visit_duration"": 129, ""poi_name"": ""\u897f\u5355""}"
高频出现在POI,user_063,poi_012,"{""visit_date"": ""2026-02-07"", ""visit_duration"": 95, ""poi_name"": ""\u4e09\u91cc\u5c6f""}"
使用,user_063,app_010,"{""usage_date"": ""2026-01-21"", ""usage_duration"": 2951, ""app_name"": ""\u9ad8\u5fb7\u5730\u56fe""}"
浏览,user_064,item_011,"{""browse_date"": ""2026-01-20"", ""browse_duration"": 136, ""item_name"": ""\u7279\u65af\u62c9Model 3""}"
浏览,user_064,item_005,"{""browse_date"": ""2026-01-25"", ""browse_duration"": 589, ""item_name"": ""\u5954\u9a70E\u7ea7""}"
曝光,user_064,item_001,"{""exposure_date"": ""2026-01-17"", ""exposure_channel"": ""\u89c6\u9891\u5e7f\u544a"", ""item_name"": ""\u5b9d\u9a6c7\u7cfb""}"
点击,user_064,item_018,"{""click_date"": ""2026-01-17"", ""click_source"": ""\u5fae\u4fe1\u5e7f\u544a"", ""item_name"": ""\u96f7\u514b\u8428\u65afLX""}"
搜索,user_064,item_004,"{""search_date"": ""2026-01-28"", ""search_keyword"": ""\u5954\u9a70S\u7ea7"", ""item_name"": ""\u5954\u9a70S\u7ea7""}"
常驻POI,user_064,poi_001,"{""start_date"": ""2023-06-23"", ""poi_name"": ""\u671d\u9633\u533a\u67d0\u5c0f\u533a""}"
工作POI,user_064,poi_004,"{""start_date"": ""2025-07-08"", ""poi_name"": ""\u56fd\u8d38CBD""}"
高频出现在POI,user_064,poi_014,"{""visit_date"": ""2026-01-17"", ""visit_duration"": 170, ""poi_name"": ""\u738b\u5e9c\u4e95""}"
高频出现在POI,user_064,poi_011,"{""visit_date"": ""2026-01-29"", ""visit_duration"": 158, ""poi_name"": ""\u5965\u8fea\u5c55\u5385""}"
使用,user_064,app_001,"{""usage_date"": ""2026-02-08"", ""usage_duration"": 1854, ""app_name"": ""\u6c7d\u8f66\u4e4b\u5bb6""}"
使用,user_064,app_004,"{""usage_date"": ""2026-01-21"", ""usage_duration"": 766, ""app_name"": ""\u7279\u65af\u62c9""}"
曝光,user_065,item_016,"{""exposure_date"": ""2026-01-18"", ""exposure_channel"": ""\u670b\u53cb\u5708\u5e7f\u544a"", ""item_name"": ""\u96f7\u514b\u8428\u65afES""}"
点击,user_065,item_015,"{""click_date"": ""2026-02-08"", ""click_source"": ""\u6296\u97f3\u5e7f\u544a"", ""item_name"": ""\u4fdd\u65f6\u6377911""}"
搜索,user_065,item_010,"{""search_date"": ""2026-02-12"", ""search_keyword"": ""\u7279\u65af\u62c9Model S"", ""item_name"": ""\u7279\u65af\u62c9Model S""}"
比价过,user_065,item_011,"{""compare_date"": ""2026-01-17"", ""compared_items"": [""item_011"", ""item_012""]}"
留资,user_065,item_015,"{""register_date"": ""2026-01-26"", ""register_channel"": ""\u5b98\u7f51\u7559\u8d44"", ""item_name"": ""\u4fdd\u65f6\u6377911""}"
常驻POI,user_065,poi_003,"{""start_date"": ""2024-02-28"", ""poi_name"": ""\u987a\u4e49\u522b\u5885\u533a""}"
工作POI,user_065,poi_005,"{""start_date"": ""2024-10-17"", ""poi_name"": ""\u4e2d\u5173\u6751\u8f6f\u4ef6\u56ed""}"
高频出现在POI,user_065,poi_009,"{""visit_date"": ""2026-02-05"", ""visit_duration"": 94, ""poi_name"": ""\u7279\u65af\u62c9\u4f53\u9a8c\u5e97""}"
使用,user_065,app_012,"{""usage_date"": ""2026-01-17"", ""usage_duration"": 1301, ""app_name"": ""\u5fae\u4fe1""}"
使用,user_065,app_009,"{""usage_date"": ""2026-01-25"", ""usage_duration"": 995, ""app_name"": ""\u6ef4\u6ef4\u51fa\u884c""}"
拥有,user_066,item_018,"{""owned_date"": ""2025-08-23"", ""item_name"": ""\u96f7\u514b\u8428\u65afLX""}"
曝光,user_066,item_008,"{""exposure_date"": ""2026-02-08"", ""exposure_channel"": ""\u4fe1\u606f\u6d41\u5e7f\u544a"", ""item_name"": ""\u5965\u8feaA6""}"
点击,user_066,item_014,"{""click_date"": ""2026-02-02"", ""click_source"": ""\u6296\u97f3\u5e7f\u544a"", ""item_name"": ""\u4fdd\u65f6\u6377Cayenne""}"
留资,user_066,item_007,"{""register_date"": ""2026-01-21"", ""register_channel"": ""APP\u7559\u8d44"", ""item_name"": ""\u5965\u8feaA8""}"
常驻POI,user_066,poi_003,"{""start_date"": ""2024-01-04"", ""poi_name"": ""\u987a\u4e49\u522b\u5885\u533a""}"
工作POI,user_066,poi_004,"{""start_date"": ""2024-08-07"", ""poi_name"": ""\u56fd\u8d38CBD""}"
使用,user_066,app_003,"{""usage_date"": ""2026-02-02"", ""usage_duration"": 919, ""app_name"": ""\u6613\u8f66""}"
使用,user_066,app_009,"{""usage_date"": ""2026-02-05"", ""usage_duration"": 2532, ""app_name"": ""\u6ef4\u6ef4\u51fa\u884c""}"
购买,user_067,item_001,"{""purchase_date"": ""2025-06-16"", ""purchase_amount"": 322301, ""item_name"": ""\u5b9d\u9a6c7\u7cfb""}"
浏览,user_067,item_018,"{""browse_date"": ""2026-01-21"", ""browse_duration"": 366, ""item_name"": ""\u96f7\u514b\u8428\u65afLX""}"
曝光,user_067,item_016,"{""exposure_date"": ""2026-01-15"", ""exposure_channel"": ""\u641c\u7d22\u5e7f\u544a"", ""item_name"": ""\u96f7\u514b\u8428\u65afES""}"
点击,user_067,item_014,"{""click_date"": ""2026-01-16"", ""click_source"": ""\u5fae\u4fe1\u5e7f\u544a"", ""item_name"": ""\u4fdd\u65f6\u6377Cayenne""}"
搜索,user_067,item_016,"{""search_date"": ""2026-01-17"", ""search_keyword"": ""\u96f7\u514b\u8428\u65afES"", ""item_name"": ""\u96f7\u514b\u8428\u65afES""}"
常驻POI,user_067,poi_001,"{""start_date"": ""2023-12-05"", ""poi_name"": ""\u671d\u9633\u533a\u67d0\u5c0f\u533a""}"
工作POI,user_067,poi_004,"{""start_date"": ""2025-05-09"", ""poi_name"": ""\u56fd\u8d38CBD""}"
高频出现在POI,user_067,poi_011,"{""visit_date"": ""2026-01-24"", ""visit_duration"": 66, ""poi_name"": ""\u5965\u8fea\u5c55\u5385""}"
浏览,user_068,item_009,"{""browse_date"": ""2026-01-15"", ""browse_duration"": 209, ""item_name"": ""\u5965\u8feaQ7""}"
浏览,user_068,item_015,"{""browse_date"": ""2026-01-16"", ""browse_duration"": 411, ""item_name"": ""\u4fdd\u65f6\u6377911""}"
浏览,user_068,item_016,"{""browse_date"": ""2026-01-15"", ""browse_duration"": 561, ""item_name"": ""\u96f7\u514b\u8428\u65afES""}"
曝光,user_068,item_020,"{""exposure_date"": ""2026-02-10"", ""exposure_channel"": ""\u670b\u53cb\u5708\u5e7f\u544a"", ""item_name"": ""\u6c83\u5c14\u6c83XC90""}"
比价过,user_068,item_008,"{""compare_date"": ""2026-02-02"", ""compared_items"": [""item_008"", ""item_020""]}"
常驻POI,user_068,poi_001,"{""start_date"": ""2023-04-08"", ""poi_name"": ""\u671d\u9633\u533a\u67d0\u5c0f\u533a""}"
工作POI,user_068,poi_004,"{""start_date"": ""2025-02-07"", ""poi_name"": ""\u56fd\u8d38CBD""}"
高频出现在POI,user_068,poi_011,"{""visit_date"": ""2026-01-30"", ""visit_duration"": 114, ""poi_name"": ""\u5965\u8fea\u5c55\u5385""}"
高频出现在POI,user_068,poi_011,"{""visit_date"": ""2026-01-23"", ""visit_duration"": 102, ""poi_name"": ""\u5965\u8fea\u5c55\u5385""}"
使用,user_068,app_003,"{""usage_date"": ""2026-01-28"", ""usage_duration"": 861, ""app_name"": ""\u6613\u8f66""}"
使用,user_068,app_006,"{""usage_date"": ""2026-02-10"", ""usage_duration"": 3528, ""app_name"": ""\u5954\u9a70""}"
使用,user_068,app_006,"{""usage_date"": ""2026-01-23"", ""usage_duration"": 3403, ""app_name"": ""\u5954\u9a70""}"
购买,user_069,item_017,"{""purchase_date"": ""2025-04-10"", ""purchase_amount"": 532839, ""item_name"": ""\u96f7\u514b\u8428\u65afRX""}"
浏览,user_069,item_004,"{""browse_date"": ""2026-02-06"", ""browse_duration"": 483, ""item_name"": ""\u5954\u9a70S\u7ea7""}"
浏览,user_069,item_008,"{""browse_date"": ""2026-01-16"", ""browse_duration"": 482, ""item_name"": ""\u5965\u8feaA6""}"
浏览,user_069,item_017,"{""browse_date"": ""2026-01-19"", ""browse_duration"": 281, ""item_name"": ""\u96f7\u514b\u8428\u65afRX""}"
点击,user_069,item_009,"{""click_date"": ""2026-02-03"", ""click_source"": ""APP\u63a8\u9001"", ""item_name"": ""\u5965\u8feaQ7""}"
搜索,user_069,item_004,"{""search_date"": ""2026-01-20"", ""search_keyword"": ""\u5954\u9a70S\u7ea7"", ""item_name"": ""\u5954\u9a70S\u7ea7""}"
常驻POI,user_069,poi_001,"{""start_date"": ""2023-10-30"", ""poi_name"": ""\u671d\u9633\u533a\u67d0\u5c0f\u533a""}"
工作POI,user_069,poi_005,"{""start_date"": ""2025-04-29"", ""poi_name"": ""\u4e2d\u5173\u6751\u8f6f\u4ef6\u56ed""}"
高频出现在POI,user_069,poi_013,"{""visit_date"": ""2026-02-06"", ""visit_duration"": 145, ""poi_name"": ""\u897f\u5355""}"
使用,user_069,app_001,"{""usage_date"": ""2026-02-03"", ""usage_duration"": 2644, ""app_name"": ""\u6c7d\u8f66\u4e4b\u5bb6""}"
拥有,user_070,item_001,"{""owned_date"": ""2025-04-06"", ""item_name"": ""\u5b9d\u9a6c7\u7cfb""}"
浏览,user_070,item_007,"{""browse_date"": ""2026-02-12"", ""browse_duration"": 113, ""item_name"": ""\u5965\u8feaA8""}"
点击,user_070,item_012,"{""click_date"": ""2026-01-25"", ""click_source"": ""\u641c\u7d22\u7ed3\u679c"", ""item_name"": ""\u7279\u65af\u62c9Model X""}"
搜索,user_070,item_002,"{""search_date"": ""2026-02-12"", ""search_keyword"": ""\u5b9d\u9a6c5\u7cfb"", ""item_name"": ""\u5b9d\u9a6c5\u7cfb""}"
比价过,user_070,item_009,"{""compare_date"": ""2026-02-12"", ""compared_items"": [""item_009"", ""item_005""]}"
留资,user_070,item_012,"{""register_date"": ""2026-02-07"", ""register_channel"": ""4S\u5e97\u7559\u8d44"", ""item_name"": ""\u7279\u65af\u62c9Model X""}"
常驻POI,user_070,poi_001,"{""start_date"": ""2024-04-07"", ""poi_name"": ""\u671d\u9633\u533a\u67d0\u5c0f\u533a""}"
高频出现在POI,user_070,poi_014,"{""visit_date"": ""2026-01-26"", ""visit_duration"": 128, ""poi_name"": ""\u738b\u5e9c\u4e95""}"
高频出现在POI,user_070,poi_011,"{""visit_date"": ""2026-01-29"", ""visit_duration"": 50, ""poi_name"": ""\u5965\u8fea\u5c55\u5385""}"
使用,user_070,app_001,"{""usage_date"": ""2026-02-11"", ""usage_duration"": 3064, ""app_name"": ""\u6c7d\u8f66\u4e4b\u5bb6""}"
使用,user_070,app_001,"{""usage_date"": ""2026-01-30"", ""usage_duration"": 978, ""app_name"": ""\u6c7d\u8f66\u4e4b\u5bb6""}"
拥有,user_071,item_016,"{""owned_date"": ""2025-03-14"", ""item_name"": ""\u96f7\u514b\u8428\u65afES""}"
浏览,user_071,item_001,"{""browse_date"": ""2026-01-30"", ""browse_duration"": 299, ""item_name"": ""\u5b9d\u9a6c7\u7cfb""}"
浏览,user_071,item_018,"{""browse_date"": ""2026-01-26"", ""browse_duration"": 217, ""item_name"": ""\u96f7\u514b\u8428\u65afLX""}"
浏览,user_071,item_017,"{""browse_date"": ""2026-01-15"", ""browse_duration"": 467, ""item_name"": ""\u96f7\u514b\u8428\u65afRX""}"
曝光,user_071,item_005,"{""exposure_date"": ""2026-01-26"", ""exposure_channel"": ""\u89c6\u9891\u5e7f\u544a"", ""item_name"": ""\u5954\u9a70E\u7ea7""}"
比价过,user_071,item_015,"{""compare_date"": ""2026-01-28"", ""compared_items"": [""item_015"", ""item_020""]}"
常驻POI,user_071,poi_001,"{""start_date"": ""2024-03-30"", ""poi_name"": ""\u671d\u9633\u533a\u67d0\u5c0f\u533a""}"
使用,user_071,app_012,"{""usage_date"": ""2026-01-23"", ""usage_duration"": 2768, ""app_name"": ""\u5fae\u4fe1""}"
使用,user_071,app_013,"{""usage_date"": ""2026-02-07"", ""usage_duration"": 710, ""app_name"": ""\u4eca\u65e5\u5934\u6761""}"
拥有,user_072,item_012,"{""owned_date"": ""2025-07-21"", ""item_name"": ""\u7279\u65af\u62c9Model X""}"
浏览,user_072,item_012,"{""browse_date"": ""2026-01-31"", ""browse_duration"": 288, ""item_name"": ""\u7279\u65af\u62c9Model X""}"
曝光,user_072,item_015,"{""exposure_date"": ""2026-01-19"", ""exposure_channel"": ""\u670b\u53cb\u5708\u5e7f\u544a"", ""item_name"": ""\u4fdd\u65f6\u6377911""}"
点击,user_072,item_012,"{""click_date"": ""2026-02-04"", ""click_source"": ""APP\u63a8\u9001"", ""item_name"": ""\u7279\u65af\u62c9Model X""}"
搜索,user_072,item_017,"{""search_date"": ""2026-01-21"", ""search_keyword"": ""\u96f7\u514b\u8428\u65afRX"", ""item_name"": ""\u96f7\u514b\u8428\u65afRX""}"
常驻POI,user_072,poi_003,"{""start_date"": ""2024-07-17"", ""poi_name"": ""\u987a\u4e49\u522b\u5885\u533a""}"
使用,user_072,app_003,"{""usage_date"": ""2026-01-21"", ""usage_duration"": 2946, ""app_name"": ""\u6613\u8f66""}"
使用,user_072,app_010,"{""usage_date"": ""2026-01-24"", ""usage_duration"": 3370, ""app_name"": ""\u9ad8\u5fb7\u5730\u56fe""}"
浏览,user_073,item_008,"{""browse_date"": ""2026-01-29"", ""browse_duration"": 399, ""item_name"": ""\u5965\u8feaA6""}"
浏览,user_073,item_008,"{""browse_date"": ""2026-02-03"", ""browse_duration"": 368, ""item_name"": ""\u5965\u8feaA6""}"
浏览,user_073,item_016,"{""browse_date"": ""2026-01-23"", ""browse_duration"": 412, ""item_name"": ""\u96f7\u514b\u8428\u65afES""}"
曝光,user_073,item_017,"{""exposure_date"": ""2026-02-10"", ""exposure_channel"": ""\u89c6\u9891\u5e7f\u544a"", ""item_name"": ""\u96f7\u514b\u8428\u65afRX""}"
点击,user_073,item_006,"{""click_date"": ""2026-01-24"", ""click_source"": ""\u5fae\u4fe1\u5e7f\u544a"", ""item_name"": ""\u5954\u9a70GLC""}"
常驻POI,user_073,poi_001,"{""start_date"": ""2024-12-08"", ""poi_name"": ""\u671d\u9633\u533a\u67d0\u5c0f\u533a""}"
使用,user_073,app_001,"{""usage_date"": ""2026-01-17"", ""usage_duration"": 2336, ""app_name"": ""\u6c7d\u8f66\u4e4b\u5bb6""}"
点击,user_074,item_016,"{""click_date"": ""2026-01-24"", ""click_source"": ""\u641c\u7d22\u7ed3\u679c"", ""item_name"": ""\u96f7\u514b\u8428\u65afES""}"
常驻POI,user_074,poi_001,"{""start_date"": ""2023-02-28"", ""poi_name"": ""\u671d\u9633\u533a\u67d0\u5c0f\u533a""}"
工作POI,user_074,poi_004,"{""start_date"": ""2024-08-30"", ""poi_name"": ""\u56fd\u8d38CBD""}"
使用,user_074,app_001,"{""usage_date"": ""2026-01-30"", ""usage_duration"": 1467, ""app_name"": ""\u6c7d\u8f66\u4e4b\u5bb6""}"
浏览,user_075,item_015,"{""browse_date"": ""2026-01-20"", ""browse_duration"": 347, ""item_name"": ""\u4fdd\u65f6\u6377911""}"
曝光,user_075,item_012,"{""exposure_date"": ""2026-02-10"", ""exposure_channel"": ""\u670b\u53cb\u5708\u5e7f\u544a"", ""item_name"": ""\u7279\u65af\u62c9Model X""}"
搜索,user_075,item_007,"{""search_date"": ""2026-01-20"", ""search_keyword"": ""\u5965\u8feaA8"", ""item_name"": ""\u5965\u8feaA8""}"
比价过,user_075,item_012,"{""compare_date"": ""2026-01-27"", ""compared_items"": [""item_012"", ""item_013""]}"
留资,user_075,item_006,"{""register_date"": ""2026-01-23"", ""register_channel"": ""APP\u7559\u8d44"", ""item_name"": ""\u5954\u9a70GLC""}"
常驻POI,user_075,poi_003,"{""start_date"": ""2024-11-10"", ""poi_name"": ""\u987a\u4e49\u522b\u5885\u533a""}"
工作POI,user_075,poi_004,"{""start_date"": ""2024-04-04"", ""poi_name"": ""\u56fd\u8d38CBD""}"
曝光,user_076,item_010,"{""exposure_date"": ""2026-02-06"", ""exposure_channel"": ""\u641c\u7d22\u5e7f\u544a"", ""item_name"": ""\u7279\u65af\u62c9Model S""}"
点击,user_076,item_001,"{""click_date"": ""2026-01-29"", ""click_source"": ""APP\u63a8\u9001"", ""item_name"": ""\u5b9d\u9a6c7\u7cfb""}"
搜索,user_076,item_014,"{""search_date"": ""2026-02-03"", ""search_keyword"": ""\u4fdd\u65f6\u6377Cayenne"", ""item_name"": ""\u4fdd\u65f6\u6377Cayenne""}"
常驻POI,user_076,poi_002,"{""start_date"": ""2024-10-13"", ""poi_name"": ""\u6d77\u6dc0\u533a\u516c\u5bd3""}"
使用,user_076,app_004,"{""usage_date"": ""2026-02-12"", ""usage_duration"": 976, ""app_name"": ""\u7279\u65af\u62c9""}"
使用,user_076,app_004,"{""usage_date"": ""2026-01-14"", ""usage_duration"": 1168, ""app_name"": ""\u7279\u65af\u62c9""}"
使用,user_076,app_006,"{""usage_date"": ""2026-01-28"", ""usage_duration"": 1094, ""app_name"": ""\u5954\u9a70""}"
购买,user_077,item_017,"{""purchase_date"": ""2025-11-02"", ""purchase_amount"": 1403118, ""item_name"": ""\u96f7\u514b\u8428\u65afRX""}"
浏览,user_077,item_002,"{""browse_date"": ""2026-01-16"", ""browse_duration"": 130, ""item_name"": ""\u5b9d\u9a6c5\u7cfb""}"
浏览,user_077,item_013,"{""browse_date"": ""2026-01-27"", ""browse_duration"": 581, ""item_name"": ""\u4fdd\u65f6\u6377Panamera""}"
浏览,user_077,item_014,"{""browse_date"": ""2026-02-05"", ""browse_duration"": 445, ""item_name"": ""\u4fdd\u65f6\u6377Cayenne""}"
曝光,user_077,item_001,"{""exposure_date"": ""2026-01-21"", ""exposure_channel"": ""\u670b\u53cb\u5708\u5e7f\u544a"", ""item_name"": ""\u5b9d\u9a6c7\u7cfb""}"
留资,user_077,item_002,"{""register_date"": ""2026-01-17"", ""register_channel"": ""\u5b98\u7f51\u7559\u8d44"", ""item_name"": ""\u5b9d\u9a6c5\u7cfb""}"
常驻POI,user_077,poi_003,"{""start_date"": ""2023-06-15"", ""poi_name"": ""\u987a\u4e49\u522b\u5885\u533a""}"
工作POI,user_077,poi_006,"{""start_date"": ""2025-05-27"", ""poi_name"": ""\u91d1\u878d\u8857""}"
高频出现在POI,user_077,poi_009,"{""visit_date"": ""2026-02-07"", ""visit_duration"": 121, ""poi_name"": ""\u7279\u65af\u62c9\u4f53\u9a8c\u5e97""}"
高频出现在POI,user_077,poi_009,"{""visit_date"": ""2026-01-28"", ""visit_duration"": 103, ""poi_name"": ""\u7279\u65af\u62c9\u4f53\u9a8c\u5e97""}"
使用,user_077,app_009,"{""usage_date"": ""2026-01-20"", ""usage_duration"": 1069, ""app_name"": ""\u6ef4\u6ef4\u51fa\u884c""}"
浏览,user_078,item_012,"{""browse_date"": ""2026-01-31"", ""browse_duration"": 378, ""item_name"": ""\u7279\u65af\u62c9Model X""}"
曝光,user_078,item_010,"{""exposure_date"": ""2026-02-11"", ""exposure_channel"": ""\u89c6\u9891\u5e7f\u544a"", ""item_name"": ""\u7279\u65af\u62c9Model S""}"
搜索,user_078,item_002,"{""search_date"": ""2026-01-14"", ""search_keyword"": ""\u5b9d\u9a6c5\u7cfb"", ""item_name"": ""\u5b9d\u9a6c5\u7cfb""}"
常驻POI,user_078,poi_001,"{""start_date"": ""2024-05-15"", ""poi_name"": ""\u671d\u9633\u533a\u67d0\u5c0f\u533a""}"
工作POI,user_078,poi_005,"{""start_date"": ""2024-11-26"", ""poi_name"": ""\u4e2d\u5173\u6751\u8f6f\u4ef6\u56ed""}"
高频出现在POI,user_078,poi_014,"{""visit_date"": ""2026-02-11"", ""visit_duration"": 97, ""poi_name"": ""\u738b\u5e9c\u4e95""}"
高频出现在POI,user_078,poi_008,"{""visit_date"": ""2026-02-02"", ""visit_duration"": 142, ""poi_name"": ""\u5954\u9a70\u4f53\u9a8c\u4e2d\u5fc3""}"
使用,user_078,app_010,"{""usage_date"": ""2026-01-29"", ""usage_duration"": 1873, ""app_name"": ""\u9ad8\u5fb7\u5730\u56fe""}"
浏览,user_079,item_020,"{""browse_date"": ""2026-02-07"", ""browse_duration"": 63, ""item_name"": ""\u6c83\u5c14\u6c83XC90""}"
浏览,user_079,item_017,"{""browse_date"": ""2026-02-08"", ""browse_duration"": 365, ""item_name"": ""\u96f7\u514b\u8428\u65afRX""}"
点击,user_079,item_019,"{""click_date"": ""2026-01-19"", ""click_source"": ""\u5fae\u4fe1\u5e7f\u544a"", ""item_name"": ""\u6c83\u5c14\u6c83S90""}"
搜索,user_079,item_004,"{""search_date"": ""2026-01-28"", ""search_keyword"": ""\u5954\u9a70S\u7ea7"", ""item_name"": ""\u5954\u9a70S\u7ea7""}"
常驻POI,user_079,poi_001,"{""start_date"": ""2023-09-02"", ""poi_name"": ""\u671d\u9633\u533a\u67d0\u5c0f\u533a""}"
工作POI,user_079,poi_004,"{""start_date"": ""2024-11-24"", ""poi_name"": ""\u56fd\u8d38CBD""}"
高频出现在POI,user_079,poi_007,"{""visit_date"": ""2026-01-28"", ""visit_duration"": 103, ""poi_name"": ""\u5b9d\u9a6c4S\u5e97""}"
高频出现在POI,user_079,poi_009,"{""visit_date"": ""2026-02-02"", ""visit_duration"": 101, ""poi_name"": ""\u7279\u65af\u62c9\u4f53\u9a8c\u5e97""}"
使用,user_079,app_007,"{""usage_date"": ""2026-01-25"", ""usage_duration"": 2660, ""app_name"": ""\u74dc\u5b50\u4e8c\u624b\u8f66""}"
使用,user_079,app_007,"{""usage_date"": ""2026-01-31"", ""usage_duration"": 2982, ""app_name"": ""\u74dc\u5b50\u4e8c\u624b\u8f66""}"
浏览,user_080,item_015,"{""browse_date"": ""2026-02-11"", ""browse_duration"": 73, ""item_name"": ""\u4fdd\u65f6\u6377911""}"
浏览,user_080,item_001,"{""browse_date"": ""2026-01-18"", ""browse_duration"": 449, ""item_name"": ""\u5b9d\u9a6c7\u7cfb""}"
浏览,user_080,item_004,"{""browse_date"": ""2026-01-30"", ""browse_duration"": 117, ""item_name"": ""\u5954\u9a70S\u7ea7""}"
曝光,user_080,item_008,"{""exposure_date"": ""2026-01-19"", ""exposure_channel"": ""\u4fe1\u606f\u6d41\u5e7f\u544a"", ""item_name"": ""\u5965\u8feaA6""}"
点击,user_080,item_011,"{""click_date"": ""2026-01-14"", ""click_source"": ""\u641c\u7d22\u7ed3\u679c"", ""item_name"": ""\u7279\u65af\u62c9Model 3""}"
搜索,user_080,item_011,"{""search_date"": ""2026-02-02"", ""search_keyword"": ""\u7279\u65af\u62c9Model 3"", ""item_name"": ""\u7279\u65af\u62c9Model 3""}"
常驻POI,user_080,poi_002,"{""start_date"": ""2024-02-16"", ""poi_name"": ""\u6d77\u6dc0\u533a\u516c\u5bd3""}"
工作POI,user_080,poi_005,"{""start_date"": ""2024-09-19"", ""poi_name"": ""\u4e2d\u5173\u6751\u8f6f\u4ef6\u56ed""}"
使用,user_080,app_005,"{""usage_date"": ""2026-01-17"", ""usage_duration"": 795, ""app_name"": ""\u5b9d\u9a6c""}"
购买,user_081,item_020,"{""purchase_date"": ""2026-01-04"", ""purchase_amount"": 896364, ""item_name"": ""\u6c83\u5c14\u6c83XC90""}"
浏览,user_081,item_008,"{""browse_date"": ""2026-01-17"", ""browse_duration"": 473, ""item_name"": ""\u5965\u8feaA6""}"
浏览,user_081,item_018,"{""browse_date"": ""2026-01-15"", ""browse_duration"": 368, ""item_name"": ""\u96f7\u514b\u8428\u65afLX""}"
浏览,user_081,item_006,"{""browse_date"": ""2026-01-14"", ""browse_duration"": 362, ""item_name"": ""\u5954\u9a70GLC""}"
常驻POI,user_081,poi_003,"{""start_date"": ""2024-09-19"", ""poi_name"": ""\u987a\u4e49\u522b\u5885\u533a""}"
工作POI,user_081,poi_004,"{""start_date"": ""2025-05-02"", ""poi_name"": ""\u56fd\u8d38CBD""}"
高频出现在POI,user_081,poi_009,"{""visit_date"": ""2026-02-12"", ""visit_duration"": 174, ""poi_name"": ""\u7279\u65af\u62c9\u4f53\u9a8c\u5e97""}"
使用,user_081,app_007,"{""usage_date"": ""2026-01-20"", ""usage_duration"": 2028, ""app_name"": ""\u74dc\u5b50\u4e8c\u624b\u8f66""}"
使用,user_081,app_010,"{""usage_date"": ""2026-01-26"", ""usage_duration"": 783, ""app_name"": ""\u9ad8\u5fb7\u5730\u56fe""}"
使用,user_081,app_009,"{""usage_date"": ""2026-01-27"", ""usage_duration"": 932, ""app_name"": ""\u6ef4\u6ef4\u51fa\u884c""}"
浏览,user_082,item_011,"{""browse_date"": ""2026-01-31"", ""browse_duration"": 345, ""item_name"": ""\u7279\u65af\u62c9Model 3""}"
浏览,user_082,item_018,"{""browse_date"": ""2026-01-16"", ""browse_duration"": 121, ""item_name"": ""\u96f7\u514b\u8428\u65afLX""}"
